0001ADB0	Fists
00F513E2	Blessed Brigand Twindaggers+10
00F5143C	Hollow Brigand Twindaggers
00F5143D	Hollow Brigand Twindaggers+1
00F5143E	Hollow Brigand Twindaggers+2
00F5143F	Hollow Brigand Twindaggers+3
00F51440	Hollow Brigand Twindaggers+4
00F51441	Hollow Brigand Twindaggers+5
00F51442	Hollow Brigand Twindaggers+6
00F51443	Hollow Brigand Twindaggers+7
00F51444	Hollow Brigand Twindaggers+8
00F51445	Hollow Brigand Twindaggers+9
00F51446	Hollow Brigand Twindaggers+10
00F53570	Gotthard Twinswords
00F53571	Gotthard Twinswords+1
00F53572	Gotthard Twinswords+2
00F53573	Gotthard Twinswords+3
00F53574	Gotthard Twinswords+4
00F53575	Gotthard Twinswords+5
00F53576	Gotthard Twinswords+6
00F53577	Gotthard Twinswords+7
00F53578	Gotthard Twinswords+8
00F53579	Gotthard Twinswords+9
00F5357A	Gotthard Twinswords+10
00F535D4	Heavy Gotthard Twinswords
00F535D5	Heavy Gotthard Twinswords+1
00F535D6	Heavy Gotthard Twinswords+2
00F535D7	Heavy Gotthard Twinswords+3
00F535D8	Heavy Gotthard Twinswords+4
00F535D9	Heavy Gotthard Twinswords+5
00F535DA	Heavy Gotthard Twinswords+6
00F535DB	Heavy Gotthard Twinswords+7
00F535DC	Heavy Gotthard Twinswords+8
00F535DD	Heavy Gotthard Twinswords+9
00F535DE	Heavy Gotthard Twinswords+10
00F53638	Sharp Gotthard Twinswords
00F53639	Sharp Gotthard Twinswords+1
00F5363A	Sharp Gotthard Twinswords+2
00F5363B	Sharp Gotthard Twinswords+3
00F5363C	Sharp Gotthard Twinswords+4
00F5363D	Sharp Gotthard Twinswords+5
00F5363E	Sharp Gotthard Twinswords+6
00F5363F	Sharp Gotthard Twinswords+7
00F53640	Sharp Gotthard Twinswords+8
00F53641	Sharp Gotthard Twinswords+9
00F53642	Sharp Gotthard Twinswords+10
00F5369C	Refined Gotthard Twinswords
00F5369D	Refined Gotthard Twinswords+1
00F5369E	Refined Gotthard Twinswords+2
00F5369F	Refined Gotthard Twinswords+3
00F536A0	Refined Gotthard Twinswords+4
00F536A1	Refined Gotthard Twinswords+5
00F536A2	Refined Gotthard Twinswords+6
00F536A3	Refined Gotthard Twinswords+7
00F536A4	Refined Gotthard Twinswords+8
00F536A5	Refined Gotthard Twinswords+9
00F536A6	Refined Gotthard Twinswords+10
00F53700	Simple Gotthard Twinswords
00F53701	Simple Gotthard Twinswords+1
00F53702	Simple Gotthard Twinswords+2
00F53703	Simple Gotthard Twinswords+3
00F53704	Simple Gotthard Twinswords+4
00F53705	Simple Gotthard Twinswords+5
00F53706	Simple Gotthard Twinswords+6
00F53707	Simple Gotthard Twinswords+7
00F53708	Simple Gotthard Twinswords+8
00F53709	Simple Gotthard Twinswords+9
00F5370A	Simple Gotthard Twinswords+10
00F53764	Crystal Gotthard Twinswords
00F53765	Crystal Gotthard Twinswords+1
00F53766	Crystal Gotthard Twinswords+2
00F53767	Crystal Gotthard Twinswords+3
00F53768	Crystal Gotthard Twinswords+4
00F53769	Crystal Gotthard Twinswords+5
00F5376A	Crystal Gotthard Twinswords+6
00F5376B	Crystal Gotthard Twinswords+7
00F5376C	Crystal Gotthard Twinswords+8
00F5376D	Crystal Gotthard Twinswords+9
00F5376E	Crystal Gotthard Twinswords+10
00F537C8	Fire Gotthard Twinswords
00F537C9	Fire Gotthard Twinswords+1
00F537CA	Fire Gotthard Twinswords+2
00F537CB	Fire Gotthard Twinswords+3
00F537CC	Fire Gotthard Twinswords+4
00F537CD	Fire Gotthard Twinswords+5
00F537CE	Fire Gotthard Twinswords+6
00F537CF	Fire Gotthard Twinswords+7
00F537D0	Fire Gotthard Twinswords+8
00F537D1	Fire Gotthard Twinswords+9
00F537D2	Fire Gotthard Twinswords+10
00F5382C	Chaos Gotthard Twinswords
00F5382D	Chaos Gotthard Twinswords+1
00F5382E	Chaos Gotthard Twinswords+2
00F5382F	Chaos Gotthard Twinswords+3
00F53830	Chaos Gotthard Twinswords+4
00F53831	Chaos Gotthard Twinswords+5
00F53832	Chaos Gotthard Twinswords+6
00F53833	Chaos Gotthard Twinswords+7
00F53834	Chaos Gotthard Twinswords+8
00F53835	Chaos Gotthard Twinswords+9
00F53836	Chaos Gotthard Twinswords+10
00F53890	Lightning Gotthard Twinswords
00F53891	Lightning Gotthard Twinswords+1
00F53892	Lightning Gotthard Twinswords+2
00F53893	Lightning Gotthard Twinswords+3
00F53894	Lightning Gotthard Twinswords+4
00F53895	Lightning Gotthard Twinswords+5
00F53896	Lightning Gotthard Twinswords+6
00F53897	Lightning Gotthard Twinswords+7
00F53898	Lightning Gotthard Twinswords+8
00F53899	Lightning Gotthard Twinswords+9
00F5389A	Lightning Gotthard Twinswords+10
00F538F4	Deep Gotthard Twinswords
00F538F5	Deep Gotthard Twinswords+1
00F538F6	Deep Gotthard Twinswords+2
00F538F7	Deep Gotthard Twinswords+3
00F538F8	Deep Gotthard Twinswords+4
00F538F9	Deep Gotthard Twinswords+5
00F538FA	Deep Gotthard Twinswords+6
00F538FB	Deep Gotthard Twinswords+7
00F538FC	Deep Gotthard Twinswords+8
00F538FD	Deep Gotthard Twinswords+9
00F538FE	Deep Gotthard Twinswords+10
00F53958	Dark Gotthard Twinswords
00F53959	Dark Gotthard Twinswords+1
00F5395A	Dark Gotthard Twinswords+2
00F5395B	Dark Gotthard Twinswords+3
00F5395C	Dark Gotthard Twinswords+4
00F5395D	Dark Gotthard Twinswords+5
00F5395E	Dark Gotthard Twinswords+6
00F5395F	Dark Gotthard Twinswords+7
00F53960	Dark Gotthard Twinswords+8
00F53961	Dark Gotthard Twinswords+9
00F53962	Dark Gotthard Twinswords+10
00F539BC	Poison Gotthard Twinswords
00F539BD	Poison Gotthard Twinswords+1
00F539BE	Poison Gotthard Twinswords+2
00F539BF	Poison Gotthard Twinswords+3
00F539C0	Poison Gotthard Twinswords+4
00F539C1	Poison Gotthard Twinswords+5
00F539C2	Poison Gotthard Twinswords+6
00F539C3	Poison Gotthard Twinswords+7
00F539C4	Poison Gotthard Twinswords+8
00F539C5	Poison Gotthard Twinswords+9
00F539C6	Poison Gotthard Twinswords+10
00F53A20	Blood Gotthard Twinswords
00F53A21	Blood Gotthard Twinswords+1
00F53A22	Blood Gotthard Twinswords+2
00F53A23	Blood Gotthard Twinswords+3
00F53A24	Blood Gotthard Twinswords+4
00F53A25	Blood Gotthard Twinswords+5
00F53A26	Blood Gotthard Twinswords+6
00F53A27	Blood Gotthard Twinswords+7
00F53A28	Blood Gotthard Twinswords+8
00F53A29	Blood Gotthard Twinswords+9
00F53A2A	Blood Gotthard Twinswords+10
00F53A84	Raw Gotthard Twinswords
00F53A85	Raw Gotthard Twinswords+1
00F53A86	Raw Gotthard Twinswords+2
00F53A87	Raw Gotthard Twinswords+3
00F53A88	Raw Gotthard Twinswords+4
00F53A89	Raw Gotthard Twinswords+5
00F53A8A	Raw Gotthard Twinswords+6
00F53A8B	Raw Gotthard Twinswords+7
00F53A8C	Raw Gotthard Twinswords+8
00F53A8D	Raw Gotthard Twinswords+9
00F53A8E	Raw Gotthard Twinswords+10
00F53AE8	Blessed Gotthard Twinswords
00F53AE9	Blessed Gotthard Twinswords+1
00F53AEA	Blessed Gotthard Twinswords+2
00F53AEB	Blessed Gotthard Twinswords+3
00F53AEC	Blessed Gotthard Twinswords+4
00F53AED	Blessed Gotthard Twinswords+5
00F53AEE	Blessed Gotthard Twinswords+6
00F53AEF	Blessed Gotthard Twinswords+7
00F53AF0	Blessed Gotthard Twinswords+8
00F53AF1	Blessed Gotthard Twinswords+9
00F53AF2	Blessed Gotthard Twinswords+10
00F53B4C	Hollow Gotthard Twinswords
00F53B4D	Hollow Gotthard Twinswords+1
00F53B4E	Hollow Gotthard Twinswords+2
00F53B4F	Hollow Gotthard Twinswords+3
00F53B50	Hollow Gotthard Twinswords+4
00F53B51	Hollow Gotthard Twinswords+5
00F53B52	Hollow Gotthard Twinswords+6
00F53B53	Hollow Gotthard Twinswords+7
00F53B54	Hollow Gotthard Twinswords+8
00F53B55	Hollow Gotthard Twinswords+9
00F53B56	Hollow Gotthard Twinswords+10
00F58390	Onikiri and Ubadachi
00F58391	Onikiri and Ubadachi+1
00F58392	Onikiri and Ubadachi+2
00F58393	Onikiri and Ubadachi+3
00F58394	Onikiri and Ubadachi+4
00F58395	Onikiri and Ubadachi+5
00F58396	Onikiri and Ubadachi+6
00F58397	Onikiri and Ubadachi+7
00F58398	Onikiri and Ubadachi+8
00F58399	Onikiri and Ubadachi+9
00F5839A	Onikiri and Ubadachi+10
00F583F4	Heavy Onikiri and Ubadachi
00F583F5	Heavy Onikiri and Ubadachi+1
00F583F6	Heavy Onikiri and Ubadachi+2
00F583F7	Heavy Onikiri and Ubadachi+3
00F583F8	Heavy Onikiri and Ubadachi+4
00F583F9	Heavy Onikiri and Ubadachi+5
00F583FA	Heavy Onikiri and Ubadachi+6
00F583FB	Heavy Onikiri and Ubadachi+7
00F583FC	Heavy Onikiri and Ubadachi+8
00F583FD	Heavy Onikiri and Ubadachi+9
00F583FE	Heavy Onikiri and Ubadachi+10
00F58458	Sharp Onikiri and Ubadachi
00F58459	Sharp Onikiri and Ubadachi+1
00F5845A	Sharp Onikiri and Ubadachi+2
00F5845B	Sharp Onikiri and Ubadachi+3
00F5845C	Sharp Onikiri and Ubadachi+4
00F5845D	Sharp Onikiri and Ubadachi+5
00F5845E	Sharp Onikiri and Ubadachi+6
00F5845F	Sharp Onikiri and Ubadachi+7
00F58460	Sharp Onikiri and Ubadachi+8
00F58461	Sharp Onikiri and Ubadachi+9
00F58462	Sharp Onikiri and Ubadachi+10
00F584BC	Refined Onikiri and Ubadachi
00F584BD	Refined Onikiri and Ubadachi+1
00F584BE	Refined Onikiri and Ubadachi+2
00F584BF	Refined Onikiri and Ubadachi+3
00F584C0	Refined Onikiri and Ubadachi+4
00F584C1	Refined Onikiri and Ubadachi+5
00F584C2	Refined Onikiri and Ubadachi+6
00F584C3	Refined Onikiri and Ubadachi+7
00F584C4	Refined Onikiri and Ubadachi+8
00F584C5	Refined Onikiri and Ubadachi+9
00F584C6	Refined Onikiri and Ubadachi+10
00F58520	Simple Onikiri and Ubadachi
00F58521	Simple Onikiri and Ubadachi+1
00F58522	Simple Onikiri and Ubadachi+2
00F58523	Simple Onikiri and Ubadachi+3
00F58524	Simple Onikiri and Ubadachi+4
00F58525	Simple Onikiri and Ubadachi+5
00F58526	Simple Onikiri and Ubadachi+6
00F58527	Simple Onikiri and Ubadachi+7
00F58528	Simple Onikiri and Ubadachi+8
00F58529	Simple Onikiri and Ubadachi+9
00F5852A	Simple Onikiri and Ubadachi+10
00F58584	Crystal Onikiri and Ubadachi
00F58585	Crystal Onikiri and Ubadachi+1
00F58586	Crystal Onikiri and Ubadachi+2
00F58587	Crystal Onikiri and Ubadachi+3
00F58588	Crystal Onikiri and Ubadachi+4
00F58589	Crystal Onikiri and Ubadachi+5
00F5858A	Crystal Onikiri and Ubadachi+6
00F5858B	Crystal Onikiri and Ubadachi+7
00F5858C	Crystal Onikiri and Ubadachi+8
00F5858D	Crystal Onikiri and Ubadachi+9
00F5858E	Crystal Onikiri and Ubadachi+10
00F585E8	Fire Onikiri and Ubadachi
00F585E9	Fire Onikiri and Ubadachi+1
00F585EA	Fire Onikiri and Ubadachi+2
00F585EB	Fire Onikiri and Ubadachi+3
00F585EC	Fire Onikiri and Ubadachi+4
00F585ED	Fire Onikiri and Ubadachi+5
00F585EE	Fire Onikiri and Ubadachi+6
00F585EF	Fire Onikiri and Ubadachi+7
00F585F0	Fire Onikiri and Ubadachi+8
00F585F1	Fire Onikiri and Ubadachi+9
00F585F2	Fire Onikiri and Ubadachi+10
00F5864C	Chaos Onikiri and Ubadachi
00F5864D	Chaos Onikiri and Ubadachi+1
00F5864E	Chaos Onikiri and Ubadachi+2
00F5864F	Chaos Onikiri and Ubadachi+3
00F58650	Chaos Onikiri and Ubadachi+4
00F58651	Chaos Onikiri and Ubadachi+5
00F58652	Chaos Onikiri and Ubadachi+6
00F58653	Chaos Onikiri and Ubadachi+7
00F58654	Chaos Onikiri and Ubadachi+8
00F58655	Chaos Onikiri and Ubadachi+9
00F58656	Chaos Onikiri and Ubadachi+10
00F586B0	Lightning Onikiri and Ubadachi
00F586B1	Lightning Onikiri and Ubadachi+1
00F586B2	Lightning Onikiri and Ubadachi+2
00F586B3	Lightning Onikiri and Ubadachi+3
00F586B4	Lightning Onikiri and Ubadachi+4
00F586B5	Lightning Onikiri and Ubadachi+5
00F586B6	Lightning Onikiri and Ubadachi+6
00F586B7	Lightning Onikiri and Ubadachi+7
00F586B8	Lightning Onikiri and Ubadachi+8
00F586B9	Lightning Onikiri and Ubadachi+9
00F586BA	Lightning Onikiri and Ubadachi+10
00F58714	Deep Onikiri and Ubadachi
00F58715	Deep Onikiri and Ubadachi+1
00F58716	Deep Onikiri and Ubadachi+2
00F58717	Deep Onikiri and Ubadachi+3
00F58718	Deep Onikiri and Ubadachi+4
00F58719	Deep Onikiri and Ubadachi+5
00F5871A	Deep Onikiri and Ubadachi+6
00F5871B	Deep Onikiri and Ubadachi+7
00F5871C	Deep Onikiri and Ubadachi+8
00F5871D	Deep Onikiri and Ubadachi+9
00F5871E	Deep Onikiri and Ubadachi+10
00F58778	Dark Onikiri and Ubadachi
00F58779	Dark Onikiri and Ubadachi+1
00F5877A	Dark Onikiri and Ubadachi+2
00F5877B	Dark Onikiri and Ubadachi+3
00F5877C	Dark Onikiri and Ubadachi+4
00F5877D	Dark Onikiri and Ubadachi+5
00F5877E	Dark Onikiri and Ubadachi+6
00F5877F	Dark Onikiri and Ubadachi+7
00F58780	Dark Onikiri and Ubadachi+8
00F58781	Dark Onikiri and Ubadachi+9
00F58782	Dark Onikiri and Ubadachi+10
00F587DC	Poison Onikiri and Ubadachi
00F587DD	Poison Onikiri and Ubadachi+1
00F587DE	Poison Onikiri and Ubadachi+2
00F587DF	Poison Onikiri and Ubadachi+3
00F587E0	Poison Onikiri and Ubadachi+4
00F587E1	Poison Onikiri and Ubadachi+5
00F587E2	Poison Onikiri and Ubadachi+6
00F587E3	Poison Onikiri and Ubadachi+7
00F587E4	Poison Onikiri and Ubadachi+8
00F587E5	Poison Onikiri and Ubadachi+9
00F587E6	Poison Onikiri and Ubadachi+10
00F58840	Blood Onikiri and Ubadachi
00F58841	Blood Onikiri and Ubadachi+1
00F58842	Blood Onikiri and Ubadachi+2
00F58843	Blood Onikiri and Ubadachi+3
00F58844	Blood Onikiri and Ubadachi+4
00F58845	Blood Onikiri and Ubadachi+5
00F58846	Blood Onikiri and Ubadachi+6
00F58847	Blood Onikiri and Ubadachi+7
00F58848	Blood Onikiri and Ubadachi+8
00F58849	Blood Onikiri and Ubadachi+9
00F5884A	Blood Onikiri and Ubadachi+10
00F588A4	Raw Onikiri and Ubadachi
00F588A5	Raw Onikiri and Ubadachi+1
00F588A6	Raw Onikiri and Ubadachi+2
00F588A7	Raw Onikiri and Ubadachi+3
00F588A8	Raw Onikiri and Ubadachi+4
00F588A9	Raw Onikiri and Ubadachi+5
00F588AA	Raw Onikiri and Ubadachi+6
00F588AB	Raw Onikiri and Ubadachi+7
00F588AC	Raw Onikiri and Ubadachi+8
00F588AD	Raw Onikiri and Ubadachi+9
00F588AE	Raw Onikiri and Ubadachi+10
00F58908	Blessed Onikiri and Ubadachi
00F58909	Blessed Onikiri and Ubadachi+1
00F5890A	Blessed Onikiri and Ubadachi+2
00F5890B	Blessed Onikiri and Ubadachi+3
00F5890C	Blessed Onikiri and Ubadachi+4
00F5890D	Blessed Onikiri and Ubadachi+5
00F5890E	Blessed Onikiri and Ubadachi+6
00F5890F	Blessed Onikiri and Ubadachi+7
00F58910	Blessed Onikiri and Ubadachi+8
00F58911	Blessed Onikiri and Ubadachi+9
00F58912	Blessed Onikiri and Ubadachi+10
00F5896C	Hollow Onikiri and Ubadachi
00F5896D	Hollow Onikiri and Ubadachi+1
00F5896E	Hollow Onikiri and Ubadachi+2
00F5896F	Hollow Onikiri and Ubadachi+3
00F58970	Hollow Onikiri and Ubadachi+4
00F58971	Hollow Onikiri and Ubadachi+5
00F58972	Hollow Onikiri and Ubadachi+6
00F58973	Hollow Onikiri and Ubadachi+7
00F58974	Hollow Onikiri and Ubadachi+8
00F58975	Hollow Onikiri and Ubadachi+9
00F58976	Hollow Onikiri and Ubadachi+10
00F5AAA0	Drang Twinspears
00F5AAA1	Drang Twinspears+1
00F5AAA2	Drang Twinspears+2
00F5AAA3	Drang Twinspears+3
00F5AAA4	Drang Twinspears+4
00F5AAA5	Drang Twinspears+5
00F5AAA6	Drang Twinspears+6
00F5AAA7	Drang Twinspears+7
00F5AAA8	Drang Twinspears+8
00F5AAA9	Drang Twinspears+9
00F5AAAA	Drang Twinspears+10
00F5AB04	Heavy Drang Twinspears
00F5AB05	Heavy Drang Twinspears+1
00F5AB06	Heavy Drang Twinspears+2
00F5AB07	Heavy Drang Twinspears+3
00F5AB08	Heavy Drang Twinspears+4
00F5AB09	Heavy Drang Twinspears+5
00F5AB0A	Heavy Drang Twinspears+6
00F5AB0B	Heavy Drang Twinspears+7
00F5AB0C	Heavy Drang Twinspears+8
00F5AB0D	Heavy Drang Twinspears+9
00F5AB0E	Heavy Drang Twinspears+10
00F5AB68	Sharp Drang Twinspears
00F5AB69	Sharp Drang Twinspears+1
00F5AB6A	Sharp Drang Twinspears+2
00F5AB6B	Sharp Drang Twinspears+3
00F5AB6C	Sharp Drang Twinspears+4
00F5AB6D	Sharp Drang Twinspears+5
00F5AB6E	Sharp Drang Twinspears+6
00F5AB6F	Sharp Drang Twinspears+7
00F5AB70	Sharp Drang Twinspears+8
00F5AB71	Sharp Drang Twinspears+9
00F5AB72	Sharp Drang Twinspears+10
00F5ABCC	Refined Drang Twinspears
00F5ABCD	Refined Drang Twinspears+1
00F5ABCE	Refined Drang Twinspears+2
00F5ABCF	Refined Drang Twinspears+3
00F5ABD0	Refined Drang Twinspears+4
00F5ABD1	Refined Drang Twinspears+5
00F5ABD2	Refined Drang Twinspears+6
00F5ABD3	Refined Drang Twinspears+7
00F5ABD4	Refined Drang Twinspears+8
00F5ABD5	Refined Drang Twinspears+9
00F5ABD6	Refined Drang Twinspears+10
00F5AC30	Simple Drang Twinspears
00F5AC31	Simple Drang Twinspears+1
00F5AC32	Simple Drang Twinspears+2
00F5AC33	Simple Drang Twinspears+3
00F5AC34	Simple Drang Twinspears+4
00F5AC35	Simple Drang Twinspears+5
00F5AC36	Simple Drang Twinspears+6
00F5AC37	Simple Drang Twinspears+7
00F5AC38	Simple Drang Twinspears+8
00F5AC39	Simple Drang Twinspears+9
00F5AC3A	Simple Drang Twinspears+10
00F5AC94	Crystal Drang Twinspears
00F5AC95	Crystal Drang Twinspears+1
00F5AC96	Crystal Drang Twinspears+2
00F5AC97	Crystal Drang Twinspears+3
00F5AC98	Crystal Drang Twinspears+4
00F5AC99	Crystal Drang Twinspears+5
00F5AC9A	Crystal Drang Twinspears+6
00F5AC9B	Crystal Drang Twinspears+7
00F5AC9C	Crystal Drang Twinspears+8
00F5AC9D	Crystal Drang Twinspears+9
00F5AC9E	Crystal Drang Twinspears+10
00F5ACF8	Fire Drang Twinspears
00F5ACF9	Fire Drang Twinspears+1
00F5ACFA	Fire Drang Twinspears+2
00F5ACFB	Fire Drang Twinspears+3
00F5ACFC	Fire Drang Twinspears+4
00F5ACFD	Fire Drang Twinspears+5
00F5ACFE	Fire Drang Twinspears+6
00F5ACFF	Fire Drang Twinspears+7
00F5AD00	Fire Drang Twinspears+8
00F5AD01	Fire Drang Twinspears+9
00F5AD02	Fire Drang Twinspears+10
00F5AD5C	Chaos Drang Twinspears
00F5AD5D	Chaos Drang Twinspears+1
00F5AD5E	Chaos Drang Twinspears+2
00F5AD5F	Chaos Drang Twinspears+3
00F5AD60	Chaos Drang Twinspears+4
00F5AD61	Chaos Drang Twinspears+5
00F5AD62	Chaos Drang Twinspears+6
00F5AD63	Chaos Drang Twinspears+7
00F5AD64	Chaos Drang Twinspears+8
00F5AD65	Chaos Drang Twinspears+9
00F5AD66	Chaos Drang Twinspears+10
00F5ADC0	Lightning Drang Twinspears
00F5ADC1	Lightning Drang Twinspears+1
00F5ADC2	Lightning Drang Twinspears+2
00F5ADC3	Lightning Drang Twinspears+3
00F5ADC4	Lightning Drang Twinspears+4
00F5ADC5	Lightning Drang Twinspears+5
00F5ADC6	Lightning Drang Twinspears+6
00F5ADC7	Lightning Drang Twinspears+7
00F5ADC8	Lightning Drang Twinspears+8
00F5ADC9	Lightning Drang Twinspears+9
00F5ADCA	Lightning Drang Twinspears+10
00F5AE24	Deep Drang Twinspears
00F5AE25	Deep Drang Twinspears+1
00F5AE26	Deep Drang Twinspears+2
00F5AE27	Deep Drang Twinspears+3
00F5AE28	Deep Drang Twinspears+4
00F5AE29	Deep Drang Twinspears+5
00F5AE2A	Deep Drang Twinspears+6
00F5AE2B	Deep Drang Twinspears+7
00F5AE2C	Deep Drang Twinspears+8
00F5AE2D	Deep Drang Twinspears+9
00F5AE2E	Deep Drang Twinspears+10
00F5AE88	Dark Drang Twinspears
00F5AE89	Dark Drang Twinspears+1
00F5AE8A	Dark Drang Twinspears+2
00F5AE8B	Dark Drang Twinspears+3
00F5AE8C	Dark Drang Twinspears+4
00F5AE8D	Dark Drang Twinspears+5
00F5AE8E	Dark Drang Twinspears+6
00F5AE8F	Dark Drang Twinspears+7
00F5AE90	Dark Drang Twinspears+8
00F5AE91	Dark Drang Twinspears+9
00F5AE92	Dark Drang Twinspears+10
00F5AEEC	Poison Drang Twinspears
00F5AEED	Poison Drang Twinspears+1
00F5AEEE	Poison Drang Twinspears+2
00F5AEEF	Poison Drang Twinspears+3
00F5AEF0	Poison Drang Twinspears+4
00F5AEF1	Poison Drang Twinspears+5
00F5AEF2	Poison Drang Twinspears+6
00F5AEF3	Poison Drang Twinspears+7
00F5AEF4	Poison Drang Twinspears+8
00F5AEF5	Poison Drang Twinspears+9
00F5AEF6	Poison Drang Twinspears+10
00F5AF50	Blood Drang Twinspears
00F5AF51	Blood Drang Twinspears+1
00F5AF52	Blood Drang Twinspears+2
00F5AF53	Blood Drang Twinspears+3
00F5AF54	Blood Drang Twinspears+4
00F5AF55	Blood Drang Twinspears+5
00F5AF56	Blood Drang Twinspears+6
00F5AF57	Blood Drang Twinspears+7
00F5AF58	Blood Drang Twinspears+8
00F5AF59	Blood Drang Twinspears+9
00F5AF5A	Blood Drang Twinspears+10
00F5AFB4	Raw Drang Twinspears
00F5AFB5	Raw Drang Twinspears+1
00F5AFB6	Raw Drang Twinspears+2
00F5AFB7	Raw Drang Twinspears+3
00F5AFB8	Raw Drang Twinspears+4
00F5AFB9	Raw Drang Twinspears+5
00F5AFBA	Raw Drang Twinspears+6
00F5AFBB	Raw Drang Twinspears+7
00F5AFBC	Raw Drang Twinspears+8
00F5AFBD	Raw Drang Twinspears+9
00F5AFBE	Raw Drang Twinspears+10
00F5B018	Blessed Drang Twinspears
00F5B019	Blessed Drang Twinspears+1
00F5B01A	Blessed Drang Twinspears+2
00F5B01B	Blessed Drang Twinspears+3
00F5B01C	Blessed Drang Twinspears+4
00F5B01D	Blessed Drang Twinspears+5
00F5B01E	Blessed Drang Twinspears+6
00F5B01F	Blessed Drang Twinspears+7
00F5B020	Blessed Drang Twinspears+8
00F5B021	Blessed Drang Twinspears+9
00F5B022	Blessed Drang Twinspears+10
00F5B07C	Hollow Drang Twinspears
00F5B07D	Hollow Drang Twinspears+1
00F5B07E	Hollow Drang Twinspears+2
00F5B07F	Hollow Drang Twinspears+3
00F5B080	Hollow Drang Twinspears+4
00F5B081	Hollow Drang Twinspears+5
00F5B082	Hollow Drang Twinspears+6
00F5B083	Hollow Drang Twinspears+7
00F5B084	Hollow Drang Twinspears+8
00F5B085	Hollow Drang Twinspears+9
00F5B086	Hollow Drang Twinspears+10
00F61FD0	Drang Hammers
00F61FD1	Drang Hammers+1
00F61FD2	Drang Hammers+2
00F61FD3	Drang Hammers+3
00F61FD4	Drang Hammers+4
00F61FD5	Drang Hammers+5
00F61FD6	Drang Hammers+6
00F61FD7	Drang Hammers+7
00F61FD8	Drang Hammers+8
00F61FD9	Drang Hammers+9
00F61FDA	Drang Hammers+10
00F62034	Heavy Drang Hammers
00F62035	Heavy Drang Hammers+1
00F62036	Heavy Drang Hammers+2
00F62037	Heavy Drang Hammers+3
00F62038	Heavy Drang Hammers+4
00F62039	Heavy Drang Hammers+5
00F6203A	Heavy Drang Hammers+6
00F6203B	Heavy Drang Hammers+7
00F6203C	Heavy Drang Hammers+8
